Id,Symbol,MC,C,F,LastPrice,LastVolume,Lot,ot,ChangePc,AvePrice,HighPrice,LowPrice,fBVol,fBValue,fSVolume,fSValue,fRoom,g1,g2,g3,g4,g5,g6,g7,mp,CWUnderlying,CWIssuerName,CWType,CWMaturityDate,CWLastTradingDate,CWExcersisePrice,CWExerciseRatio,CWListedShare,sType,sBenefit
2100,ACB,10,29.95,26.05,28.15,66200,2267620,0.15,0.54,28.37,28.95,27.90,14500000,0,14500000,0,0,28.10|8510|i,28.05|17450|i,28.00|22220|e,28.15|5610|i,28.20|30970|i,28.25|25630|i,0|0|e,0%,        ,                         , ,        ,        ,0.000,           ,-410916938.00,S,0
